編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
18-120,上,shong,往上,"石頷恁高，上毋會去！
肥料上肩","石階那麼高，上不去！
肥料放肩上。",,動詞,,18時空與情狀副詞
18-121,隨時,suiˋ shiˋ,隨時,菜先買便來，隨時攏有菜好食,菜先買好來，隨時都有菜可以吃。,,副詞,,18時空與情狀副詞
18-122,順續,shin sua^,順便,你順續買豆油轉來,你順便買醬油回來。,,副詞,,18時空與情狀副詞
18-123,脣,finˋ,...旁邊,成過人屋脣有供豬,以前人們房子旁邊有養豬。,,副詞,,18時空與情狀副詞
18-124,忒,tedˊ,太…,"食忒飽
這忒細粒，愛大粒个較好","吃太飽。
這太小顆，要大顆的比較好。",,虛詞,,18時空與情狀副詞
18-125,隨,suiˋ,跟著；馬上,等一下，佢隨即會來！,等一下，他馬上就來！,,副詞,動詞,18時空與情狀副詞
18-126,成擺,shangˋ bai^,從前,成擺係燒樵燸水來洗膴身,從前是燒柴燒水洗澡。,,副詞,,18時空與情狀副詞
18-127,頭下,teuˋ ha,剛才,頭下有交得佢，佢應當會記得！,剛才有交給他，他應該會記得！,,副詞,,18時空與情狀副詞
18-128,韶日,shiooˋ ngidˊ,明天、翌日,韶日愛上班,明天要上班。,,名詞,,18時空與情狀副詞
18-129,定著,ten choo,一定,韶日你定著愛來哦！,明天你一定要來哦！,,副詞,,18時空與情狀副詞
18-130,同時,tungˋ shiˋ,同時,"佢兩儕同時到這
佢係先生，同時嘛係主任！","他們兩人同時到這裡
他是老師，同時也是主任！",,副詞,,18時空與情狀副詞
18-131,滑,bbadˋ,滑,"泥下滑滑
嘴甜舌滑","地板滑滑的。
油嘴滑舌。",,形容詞,,18時空與情狀副詞
18-132,完全,bbienˋ cienˋ,完全,佢完全毋聽人講,他完全不聽別人講。,,副詞,,18時空與情狀副詞
18-133,位,bbi,...處、地方,這位無人賣牛肉，去別位䀴有無。,這地方沒人賣牛肉，去別處看有沒有。,,副詞,,18時空與情狀副詞
18-134,未來,bbi loiˋ,未來,未來个事情真難講,未來的事情很難講。,,名詞,,18時空與情狀副詞
18-135,西,seˇ,西,西片,西邊。,,名詞,,18時空與情狀副詞
18-136,先,sienˇ,先,"你先去，𠊎黏時到位！
先走先贏","你先去，我馬上到！
先跑先贏。",,副詞,,18時空與情狀副詞
18-137,正月,zhangˇ ngiedˋ,正月、農曆每年的第一個月,"正月初九天公生
正月半","正月初九玉皇大帝生辰。
正月十五。",,名詞,,18時空與情狀副詞
18-138,正,zhang^,再；剛剛、才、只有，相當於華語的「才」,"有麼个事情後擺正講！
正轉來，外頭即落雨！
正兩個銀定","有什麼事情下次再說！
剛回來，外面就下雨！
才兩元而已。",,副詞,,18時空與情狀副詞
18-139,晨早,chinˋ zoo^,早上,逐晨早去運動真好。,每天早上去運動很好。,,副詞,,18時空與情狀副詞
18-140,做麼个,zoo^ bbooˊ gai^,做什麼；為什麼,"你在遐做麼个？
做麼个恁氣？","你在那兒做什麼？
為什麼這麼生氣？",,副詞,,18時空與情狀副詞
18-141,做下（做一下）,zoo^ ha (zoo^ rhidˊ ha),全部,留遐一兜仔做麼个？做下煮落去,留那一些做什麼？全部煮了。,,副詞,,18時空與情狀副詞
18-142,早,zoo^,早,"𠢕早！
佢今日真早即起床","早安！
他今天很早就起床。",,形容詞,,18時空與情狀副詞
18-143,捭手裡（倒裡、倒手裡）,beˇ shiu^ le^ (doo^ le^、doo^ shiuˆ le^),左邊,阿美坐在你个捭手裡,阿美坐在你左邊。,,副詞,,18時空與情狀副詞
18-144,主要,zhi^ rhioo^,主要,活動主要係佢負責,活動主要是他負責。,,形容詞,,18時空與情狀副詞
18-145,準時,zhin^ shiˋ,準時,後日記得愛準時,後天記得要準時。,,副詞,,18時空與情狀副詞
18-146,總係,zung^ he ,總是,"毋好總係罵細子
爺哀總係為着你好","不要總是罵小孩。
父母總是為了你好。",,副詞,,18時空與情狀副詞
18-147,攏總,lung^ zung^,總共,這恁多物件，攏總幾多錢？,這麼多東西，總共多少錢？,,副詞,,18時空與情狀副詞
18-148,中間,zhungˇ geenˇ,中間,阿哥企在遐兩儕人个中間,哥哥站在那兩個人的中間。,,副詞,,18時空與情狀副詞
18-149,天光,teenˇ gongˇ,天亮,逐暗夜讀書讀到天光,每晚讀書到天亮。,,形容詞,,18時空與情狀副詞
18-150,敢有,gam^ rhiuˇ,有...嗎？,你敢有還佢錢？,你有還他錢嗎？,,副詞,,18時空與情狀副詞
18-151,不時,budˊ shiˋ,經常,佢不時無食早，所以上班無精神,他經常不吃早餐，所以上班沒精神。,,副詞,,18時空與情狀副詞
18-153,若係講（假使、若講）,na^ he gong^ (ga^ su^、naˆ gong^),假使、如果,若係講你會使，愛通知一下！,如果你可以，要通知一下！,,副詞,,18時空與情狀副詞
18-154,幾時,gidˊ shiˋ,何時,幾時討嫁？即愛通知一下哦！,何時要嫁人？可要通知一下哦！,,副詞,,18時空與情狀副詞
18-155,係無,he moˋ,是嗎？（用於語尾附加問句）,你後個月討去新竹係無？,你下個月要去新竹是嗎？,,副詞,,18時空與情狀副詞
18-156,幾多,gidˊ dooˇ,幾，不確定的數量,買幾多粒包子,買幾個包子。,,副詞,,18時空與情狀副詞
18-157,幾下,gia,為「幾下」一詞合音而產生，猶如華語中的「好幾…」,"幾下擺
幾下日
幾下千萬
幾下年","好幾次
好幾天
好幾千萬
好幾年。",,副詞,,18時空與情狀副詞
